uniqueID,drugName,condition,review,rating,date,usefulCount
87549,Naproxen,Sciatica,"""I&#039;ve taken two doses of Naproven 500mg,, one yesterday evening and one this morning. I&#039;ve had no side effects but no pain relief either. I&#039;m getting depressed with having to put up with this debilitating pain.""",1,10-Jun-15,12
230212,Meloxicam,Osteoarthritis,"""I have arthritis in my neck from C4 to C6 plus severe TMJ. I suffered with constant pain in my neck and jaw joints during the past year. My doctor prescribed mobic and within 3 days the pain and swelling in my neck and jaws disappeared. It was almost like a miracle. Tried every over the counter anti inflammatory with no luck. I have had no stomach pain so far just welcomed relief. I can now work my entire shift with no pain.""",10,19-Apr-16,84
47989,Naproxen / sumatriptan,Migraine,"""Thank goodness for this medicine.  Migraines are new to me.  I tried Relpax before this one and it did very little for me, even after taking two doses.  I took this with my most recent headache and it worked like a miracle.  I didn&#039;t realize how bad I felt until I took this and started to feel better.""",10,16-Apr-12,5
19316,Pregabalin,Neuropathic Pain,"""Works very well, the only draw back is weight gain.""",10,19-Apr-16,36
87604,Naproxen,Muscle Pain,"""I was prescribed 500mg 4 times a day..I feel no pain and able to work""",10,22-Aug-14,14
164494,Diclofenac,Migraine,"""This drug works so fast, I had my migraine gone in 15 minutes. It&#039;s fabulous!""",10,30-Oct-13,37
57873,Acetaminophen / hydrocodone,Back Pain,"""Well, I was riding an unbroken horse and she decided to stand up on me and fell back anatomically in half on me. Least to say I was in some serious pain..... Went to the E.R. and doc said that it was only a severely bruised spine..... Put me on Lortab 7.5/500&#039;s,  Flexeril, and an anti-inflammatory. They are working great and noticed that it cut my pain greatly.""",10,4-Jan-12,9
71731,Tramadol,Back Pain,"""I have been on tramadol for many years for fibromyalgia back pain. I take six  50mg a day. It does in fact help. It makes it bearable most of the time. However when its at its worst, the medicine doesn&#039;t faze it. I would recommend a second prescription of something much stronger for occasional pain (maybe 10 a month if that). Doctors and lawmakers need to realize that people with pain that will never get better and will progressively get worse, need relief. Unfortunately that is going to involve addictive medication. But their addiction isn&#039;t the high. It&#039;s the addiction to function and to live a productive life. We crave these medications because we know without them our quality of life is very low.""",7,1-Feb-17,85
183335,Cymbalta,Chronic Pain,"""I&#039;ve had very good experience with Cymbalta aside from being so expensive. Helps with pain &amp; related insomnia &amp; depression.""",9,30-Oct-12,34
164351,Diclofenac,Osteoarthritis,"""I&#039;m a 58 year old woman with osteoarthritis and pain in my knees.  Tried a lot of things that didn&#039;t work including other NSAIDs, shots, tramadol, but have been on this for about 2 months and it is a life saver.  I am able to walk 2-3 miles a day with minimal pain, walk up and down steps, and sleep better.  I haven&#039;t noticed any significant side effects -- perhaps very mild constipation.  I will be deferring the knee replacements for a while thanks to this drug.  I take it twice a day, 75 mg.""",10,13-May-16,38
112157,Gabapentin,Neuropathic Pain,"""I was worried gabapentin would make me a zombie but to my surprise, it didn&#039;t. My pain management Dr gave me this for nerve pain in my face and fibromyalgia. It seems to help. 
I have been taking a very low dose of hydrocodone 2.5 to 5 mg as needed to take the edge off pain for several years.  I don&#039;t like hydrocodone or the feeling it gives me. I don&#039;t like the sleepy groggy feeling. If I feel like that, I am over medicated. But a little bit helps the pain...maybe I am an oddball but I only take the opioid when I am in real pain. 
I also take 300 Wellbutrin XL daily which works okay. Nothing has really worked  on my depression but at least I am doing okay. So I&#039;ll see how the gabapentin does. If it causes weight gain, I&#039;ll quit it""",6,25-Feb-17,8
41071,Acetaminophen / oxycodone,Chronic Pain,"""Really good medicine. But be careful when taking it.""",10,29-Mar-14,61
154040,Motrin,Headache,"""I&#039;ve been suffering from headaches/migraines due to stress, menstrual cramps and dry sinuses for 5 years now and I have to say Motrin is very amazing with results. I would usually take 2 to 3 pills with food and about an hour or 2 it takes the pain away. No side effects!""",10,17-Jan-13,9
96694,Neurontin,Migraine,"""I was up to a very high dose of Neurontin in hopes of it helping my horrid migraines, but nope.  All it did was cause some major word finding problems.  My neurologist finally switched me to Topamax.  My mother loves Neurontin for her hot flashes though. I didn&#039;t have any other side effects other than the strange word finding issues.""",5,1-Feb-09,38
50420,Gabapentin,Migraine,"""My 11 year old was prescribed Gabapentin for chronic headaches, but several days of this medication seemed to exacerbate his problem.  He had many more headaches and rated them as very painful on this medication.  We had to stop taking it after about a week because he had so many headaches.""",1,31-Jul-13,56
69163,Celebrex,Osteoarthritis,"""What a JOKE!  Doesn&#039;t do anything unless you count the side effects! You&#039;ll only accept constructive criticism, so, avoid a gut ache added to pain, slow burning urination when you NEVER before had an issue. Doctors really need to LISTEN to patients, and stop assuming that they know more about my body than I do. This MAY work for some, or it may be a placebo effect, but for me it did nothing but add to my problems!   Doctors also need to consider QUALITY of life over QUANTITY. I do NOT want to live with this pain, and if they can&#039;t or won&#039;t give me what works, then let me go. I have enough without risking a stroke too!""",1,26-Nov-16,24
71878,Tramadol,Chronic Pain,"""Started taking tramadol in 2009 for back and hip pain. It worked awesome and made me somewhat hyper! Lost 10 pounds, which was good because with that kind of pain you don&#039;t want extra weight bearing down on you! Was up to 6/50 mg a day at one point and they seemed to not work as well so I dropped to 3/day for a few years with success. Pain is worse now so I&#039;m back up to 4/day. This is very addictive, I&#039;ve had horrible withdrawal symptoms if I forget to take one before bedtime. Morning comes and I&#039;m in horrific pain and having withdrawals, not a pretty picture! Usually takes 5 or more hours to get back to normal and be a person again! Also, am nauseous every time I take it but only for about 5 minutes.""",10,12-Jun-16,22
164608,Diclofenac,Back Pain,"""Not a bad anti-inflamatory. Better if taking it with a Vicodin or Percocet.""",5,17-Aug-09,34
91554,Aspirin,Back Pain,"""Used Bayer Advanced for back pain before bed, slept through the night, which I haven&#039;t done for months. I take it every night before bed and can actually sleep.""",9,26-May-12,18
87445,Naproxen,Back Pain,"""Not as good as THC but very effective for me. One wants a solution that allows your mind to not constantly be aware of pain. This does the job for me.""",9,24-Jul-16,20
164090,Ibuprofen,Headache,"""Had bought 200mg Ibuprofen over the counter today at the pharmacy while receiving my medications. Never did think too much of Tylenol and always did hear the horror stories of Tylenol and liver failure growing up, so as I&#039;ve become an adult I&#039;ve weaned towards Ibuprofen. I had a killer headache and took only one 200mg Ibuprofen. Great relief; my headache is long gone. """,10,17-Jan-11,4
47937,Naproxen / sumatriptan,Migraine,"""I started getting migraines when I was 20 years old and now I&#039;m 23 and get 6  a month.  I tried numerous medications such as fiorcet, maxalt, topamax, etc. When my doctor prescribed me treximet I assumed it wouldn&#039;t work like all the others I tried.  I got a horrible migraine and took a treximet and was relieved about 30 minutes later.  I was so happy I started crying.  I never thought I would find something to work and it was such a relief to know I won&#039;t have to suffer my whole life anymore.""",10,27-Feb-16,10
189340,Oxycodone,Chronic Pain,"""I&#039;m reading all these reviews and agree how effective this medicine is in dealing with chronic and cancer pain.  Was on it for 12 years for back and breast cancer pain. """,9,2-Jun-13,51
40996,Acetaminophen / oxycodone,Chronic Pain,"""I have Multiple Sclerosis and I have chronic back and legs pain along with headaches and I have tried about everything else in the book and nothing seems to work except this. Take 1, 15, 20 minutes later it kicks in and pain is gone for a while (about 5 hours).""",10,17-Jan-15,59
57771,Acetaminophen / hydrocodone,Back Pain,"""Helps very much""",10,6-Jan-14,33
164068,Ibuprofen,Sciatica,"""800 mg helped with my pain. It takes about an hour to work then pain is manageable. I have minimal side effects, a little headachy and slightly tired. I can take this and get relief without feeling drugged.""",10,10-Mar-16,23
164593,Diclofenac,Osteoarthritis,"""I have been taking Voltaren for the past 6 years in conjunction with omapromazin.

I would not have been able to walk, sleep or enjoy life. It is only now after having two knee replacements that I no longer need to take any medication. I think Voltaren is a way to enjoy life again, without pain. But for me I am happy to have the new knee replacements.""",9,18-Jun-10,55
2862,Acetaminophen / pamabrom,Back Pain,"""I suffers with sciatica pain and its help me not get injections as the Dr stated. Im glad that I found this miracle pill. Love it!!!!!""",10,1-Nov-14,15
48013,Naproxen / sumatriptan,Migraine,"""I&#039;ve been battling migraines for more then a decade. Been through everything from Aromatherapy to muscle relaxers to antidepressants and so far this has worked the best.

Had a migraine last night and took a dose - in 20 minutes I could breathe again. Started to get another one several hours later and took another dose and it worked. 

Good drug that does what it says it will do.""",8,30-Jan-09,3
189384,Oxycodone,Chronic Pain,"""I used Oxycontin to deal with leg and terrible back pain.  I was taking Vicodin, and if I didn&#039;t get ahead of my pain, I ended up using as many as 8 a day.  All of the acetaminophen was damaging my liver.  When I switched insurance companies, I had a regular doctor and a new pain management doctor, who told me that the Oxycontin was a better medicine for chronic pain because it does not have the ups and downs that Vicodin has, because Vicodin only lasts about 4 hours.  I used the medicine for many years.  I now use the Fentanyl patch with great results!""",10,9-Jan-13,82
189151,Oxycodone,Chronic Pain,"""I&#039;ve been taking Oxycodone, 60mg every 4 hours pretty much around the clock now for several years. I&#039;ve been lucky and haven&#039;t suffered bad side effects. I&#039;ve suffered from severe back pain from trauma, (car accident), 2 hip replacements, &amp; most recently &amp; worst of all RSD/CRPS from shattering my wrist last year. My doctor says that Oxycodone does&#039;nt work for nerve pain, only musculoskeletal pain. I think it takes the edge off so I can function. Otherwise I&#039;d be curled up in a ball in the corner somewhere. I tried Gabapentin and Neurontin but the side effects made me crazy. My doctor says that I&#039;m on too much every month when I see her, and because I am addicted, I&#039;m afraid she&#039;ll take me off the medication. It just works too well for me.""",9,13-Sep-16,31
91805,Lyrica,Neuropathic Pain,"""Awful drug , mess you mind up.  Pain or sanity you choose""",1,19-Aug-16,39
95560,Acetaminophen / diphenhydramine,Headache,"""The only pill I take for headaches, pains and insomnia and I wouldn&#039;t change it.""",10,13-May-08,2
19377,Pregabalin,Neuropathic Pain,"""I feel the need to warn everybody about the side effects and how difficult it can be to get off this drug. I&#039;ve been on it for approximately 8 years before the side effects really started kicking in. Began as morning anxiety attacks, severe GI upset, mood swings and low to mid level depression. Tried changing the schedule from twice a day to three times a day. It helped at first but about two months later my body began anticipating new schedule and the side effects would start kicking in about an hour before next dose. Its taken me 8 months to get dosage down from 225 mg a day to 75mg a day and every step down has been sheer hell. Every step down leads to a period of depression, and it gets worse the closer you get to zero.""",2,2-Sep-15,63
72455,Tramadol,Back Pain,"""I have 4 herniated discs (C1/C2 &amp; L4/L5), Fibromyalgia, and Migraine Headaches. I also have  Atrial Tachycardia, which basically means that my heart beats at extremely fast irregular rates, and the surgery that fixes 95% of these cases won&#039;t work on me. 
      
My Doctor put me on Ultram 60mg 3 times daily and Morphine Sulphate Extended Release 50mg recently. I have to admit, at first I wasn&#039;t thrilled about the Ultrams. I&#039;d taken them in lower doses before and told my wife I&#039;d be better off on Tylenol. But I gave them a shot and to my surprise the pain relief was amazing! I love Ultram because I don&#039;t live in &quot;FOG&quot; all the time. I can drive, go to work, play with my Baby and spend time with my family. I would recommend Ultram!""",9,27-Feb-12,107
57284,Esomeprazole / naproxen,Osteoarthritis,"""Excellent for pain relief of my hands and knees with no more stomach upset. No side effects noted. Great medicine.""",9,3-Aug-11,94
87778,Naproxen,Back Pain,"""Good.""",4,9-Feb-10,18
113673,Acetaminophen / butalbital / caffeine,Headache,"""Fioricet was a God-send for my chronic headaches. """,10,17-Oct-08,41
92014,Lyrica,Neuropathic Pain,"""50 mg twice a day was tolerable but didn&#039;t do much for central cord syndrome pain.  75 mg three times a day isn&#039;t helping with pain so far, makes me dizzy and puts me to sleep most of the day. I got leg spasms at night after not taking it. Walking around a little stopped the spasms. I&#039;d like to give it a better try, but the side effects prevent me from functioning.""",2,12-Dec-13,56
169603,Aspirin / butalbital / caffeine,Migraine,"""I had my first migraine and prescribed Fiorinal 40 years ago and back then, then they were occasional.   As I&#039;ve gotten older, they are more frequent.  This is a problem for my neurologist because Fiorinal is on the restricted use list, here in New York.  We switched me to Fioricet and for three years, that was OK, but then the Tylenol started bothering my liver.  

Got a new script for Fiorinal and to my surprise, it only comes in capsule form and in my opinion, does not work as well.  I hope they will bring back the tablet form.  The tablet works the best and I can&#039;t understand the need to change to a capsule.  Why reinvent the wheel?""",10,21-Apr-16,12
164496,Diclofenac,Migraine,"""I&#039;ve had migraines for 25 plus years and it&#039;s almost impossible to get pain medication these days even at an urgent care facility.  My new doctor offered me Cataflam.  I received the generic Diclofenac 50 mg. and was very excited about receiving any kind of help making it through a migraine which sometimes lasts 8 days, sometimes 2 days.  Anyway, I took it three times a day the first two days and sporadically for another two or three days.  It worked very well much to my surprise; however, after that I experienced the stomach burn I read someone else experienced.  I didn&#039;t realize what had caused the burning until I read the reviews on this med.  I&#039;m a little afraid to take it again unless I just take it one or two days next time.  Try it.""",8,24-Oct-13,11
113593,Acetaminophen / butalbital / caffeine,Headache,"""I was first prescribed fioricet for hormonal headaches during my pregnancy. It was so effective and helped ease the pain. It did make me drowsy. I still use it for chronic headaches as-needed. The only thing I wish for is that it would work a little more quickly. It takes 45min-1hr for my headaches to ease off. Great help all-around, though!""",8,9-Aug-16,22
189351,Oxycodone,Chronic Pain,"""I been on Oxycontin for 6 years now, of course my PM doc gave me the lowest dose and worked up from there. I am at the maximum amount they will give me which is 80mg 3 X a day plus, Oxy IR 30mgs 3 times a day plus Soma 350mg 3 times a day, it may seem like a lot but over the years my body developed a tolerance to this medicine but now I have been on this same dose for 3 years and it is perfect, no need to take anymore but the bad thing is the DEA inspected my docs office and asked him to switch all of his patients off of Oxycontin to morphine so now I am on the morphine. I am finding that it does not work as good as the Oxycontin.""",10,26-Mar-13,103
164400,Diclofenac,Osteoarthritis,"""Liver problems, severe stomach pain, severe constipation, memory issues, trouble sleeping, loss of appetite, nausea to name just a few. Otherwise it took my knee pain away.""",2,24-Jan-16,13
178629,Aspirin / caffeine / orphenadrine,Muscle Pain,"""Used norgesic as needed for 40 years for muscle spasms and muscle aches.  Worked wonderful!  Have found nothing as effective since they stopped making norgesic!""",10,22-May-15,3
183007,Cymbalta,Chronic Pain,"""Reduced burning significantly""",8,3-Apr-15,38
87777,Naproxen,Rheumatoid Arthritis,"""I just starting to take Aleve, I take one every morning. So far no bad side effects. It sure has improve my joint pain and stiffness.""",9,20-Feb-10,89
110940,Acetaminophen / butalbital / caffeine / codeine,Headache,"""Been taking for over 25 years works and never had a problem.""",10,24-Sep-14,10
41287,Acetaminophen / oxycodone,Chronic Pain,"""I tried every pain medication for my back pain, it did not work. When I got in pain Management he put me on Percocet 10-325 that the best thing that ever happen now I get to sleep at night, play with my kids, go workout at the gym cut my grass and I have no pain. This was a blessing, thanks to the people who made this medicine.""",10,21-Jan-13,96
